:START_ID,:END_ID,relation,:TYPE
200,16200,Mn-min,Mn-min
201,16201,Mn-min,Mn-min
202,16202,Mn-min,Mn-min
203,16203,Mn-min,Mn-min
204,16204,Mn-min,Mn-min
205,16205,Mn-min,Mn-min
206,16206,Mn-min,Mn-min
207,16207,Mn-min,Mn-min
208,16208,Mn-min,Mn-min
209,16209,Mn-min,Mn-min
210,16210,Mn-min,Mn-min
211,16211,Mn-min,Mn-min
212,16212,Mn-min,Mn-min
214,16213,Mn-min,Mn-min
215,16214,Mn-min,Mn-min
216,16215,Mn-min,Mn-min
217,16216,Mn-min,Mn-min
218,16217,Mn-min,Mn-min
219,16218,Mn-min,Mn-min
220,16219,Mn-min,Mn-min
221,16220,Mn-min,Mn-min
222,16221,Mn-min,Mn-min
223,16222,Mn-min,Mn-min
224,16223,Mn-min,Mn-min
225,16224,Mn-min,Mn-min
1,17001,P-max,P-max
2,17002,P-max,P-max
3,17003,P-max,P-max
4,17004,P-max,P-max
5,17005,P-max,P-max
6,17006,P-max,P-max
7,17007,P-max,P-max
8,17008,P-max,P-max
9,17009,P-max,P-max
10,17010,P-max,P-max
11,17011,P-max,P-max
12,17012,P-max,P-max
13,17013,P-max,P-max
14,17014,P-max,P-max
15,17015,P-max,P-max
16,17016,P-max,P-max
17,17017,P-max,P-max
18,17018,P-max,P-max
19,17019,P-max,P-max
20,17020,P-max,P-max
21,17021,P-max,P-max
22,17022,P-max,P-max
23,17023,P-max,P-max
24,17024,P-max,P-max
25,17025,P-max,P-max
26,17026,P-max,P-max
27,17027,P-max,P-max
28,17028,P-max,P-max
29,17029,P-max,P-max
30,17030,P-max,P-max
31,17031,P-max,P-max
32,17032,P-max,P-max
33,17033,P-max,P-max
34,17034,P-max,P-max
35,17035,P-max,P-max
36,17036,P-max,P-max
37,17037,P-max,P-max
38,17038,P-max,P-max
39,17039,P-max,P-max
40,17040,P-max,P-max
41,17041,P-max,P-max
42,17042,P-max,P-max
43,17043,P-max,P-max
44,17044,P-max,P-max
45,17045,P-max,P-max
46,17046,P-max,P-max
47,17047,P-max,P-max
48,17048,P-max,P-max
49,17049,P-max,P-max
50,17050,P-max,P-max
51,17051,P-max,P-max
52,17052,P-max,P-max
53,17053,P-max,P-max
54,17054,P-max,P-max
55,17055,P-max,P-max
56,17056,P-max,P-max
57,17057,P-max,P-max
58,17058,P-max,P-max
59,17059,P-max,P-max
60,17060,P-max,P-max
61,17061,P-max,P-max
62,17062,P-max,P-max
63,17063,P-max,P-max
64,17064,P-max,P-max
65,17065,P-max,P-max
66,17066,P-max,P-max
67,17067,P-max,P-max
68,17068,P-max,P-max
69,17069,P-max,P-max
70,17070,P-max,P-max
71,17071,P-max,P-max
72,17072,P-max,P-max
73,17073,P-max,P-max
74,17074,P-max,P-max
75,17075,P-max,P-max
76,17076,P-max,P-max
77,17077,P-max,P-max
78,17078,P-max,P-max
79,17079,P-max,P-max
80,17080,P-max,P-max
81,17081,P-max,P-max
82,17082,P-max,P-max
83,17083,P-max,P-max
84,17084,P-max,P-max
85,17085,P-max,P-max
86,17086,P-max,P-max
87,17087,P-max,P-max
88,17088,P-max,P-max
89,17089,P-max,P-max
90,17090,P-max,P-max
91,17091,P-max,P-max
92,17092,P-max,P-max
93,17093,P-max,P-max
94,17094,P-max,P-max
95,17095,P-max,P-max
96,17096,P-max,P-max
97,17097,P-max,P-max
98,17098,P-max,P-max
99,17099,P-max,P-max
100,17100,P-max,P-max
101,17101,P-max,P-max
102,17102,P-max,P-max
103,17103,P-max,P-max
104,17104,P-max,P-max
105,17105,P-max,P-max
106,17106,P-max,P-max
107,17107,P-max,P-max
108,17108,P-max,P-max
109,17109,P-max,P-max
110,17110,P-max,P-max
111,17111,P-max,P-max
112,17112,P-max,P-max
113,17113,P-max,P-max
114,17114,P-max,P-max
115,17115,P-max,P-max
116,17116,P-max,P-max
117,17117,P-max,P-max
118,17118,P-max,P-max
119,17119,P-max,P-max
120,17120,P-max,P-max
121,17121,P-max,P-max
122,17122,P-max,P-max
123,17123,P-max,P-max
124,17124,P-max,P-max
125,17125,P-max,P-max
126,17126,P-max,P-max
127,17127,P-max,P-max
128,17128,P-max,P-max
129,17129,P-max,P-max
130,17130,P-max,P-max
131,17131,P-max,P-max
132,17132,P-max,P-max
133,17133,P-max,P-max
134,17134,P-max,P-max
135,17135,P-max,P-max
136,17136,P-max,P-max
137,17137,P-max,P-max
138,17138,P-max,P-max
139,17139,P-max,P-max
140,17140,P-max,P-max
141,17141,P-max,P-max
142,17142,P-max,P-max
143,17143,P-max,P-max
144,17144,P-max,P-max
145,17145,P-max,P-max
146,17146,P-max,P-max
147,17147,P-max,P-max
148,17148,P-max,P-max
149,17149,P-max,P-max
150,17150,P-max,P-max
151,17151,P-max,P-max
152,17152,P-max,P-max
153,17153,P-max,P-max
154,17154,P-max,P-max
155,17155,P-max,P-max
156,17156,P-max,P-max
157,17157,P-max,P-max
158,17158,P-max,P-max
159,17159,P-max,P-max
160,17160,P-max,P-max
161,17161,P-max,P-max
162,17162,P-max,P-max
163,17163,P-max,P-max
164,17164,P-max,P-max
165,17165,P-max,P-max
166,17166,P-max,P-max
167,17167,P-max,P-max
168,17168,P-max,P-max
169,17169,P-max,P-max
170,17170,P-max,P-max
171,17171,P-max,P-max
172,17172,P-max,P-max
173,17173,P-max,P-max
174,17174,P-max,P-max
175,17175,P-max,P-max
176,17176,P-max,P-max
177,17177,P-max,P-max
178,17178,P-max,P-max
179,17179,P-max,P-max
180,17180,P-max,P-max
181,17181,P-max,P-max
182,17182,P-max,P-max
183,17183,P-max,P-max
184,17184,P-max,P-max
185,17185,P-max,P-max
186,17186,P-max,P-max
187,17187,P-max,P-max
188,17188,P-max,P-max
189,17189,P-max,P-max
190,17190,P-max,P-max
191,17191,P-max,P-max
192,17192,P-max,P-max
193,17193,P-max,P-max
194,17194,P-max,P-max
195,17195,P-max,P-max
196,17196,P-max,P-max
197,17197,P-max,P-max
198,17198,P-max,P-max
199,17199,P-max,P-max
200,17200,P-max,P-max
201,17201,P-max,P-max
202,17202,P-max,P-max
203,17203,P-max,P-max
204,17204,P-max,P-max
205,17205,P-max,P-max
206,17206,P-max,P-max
207,17207,P-max,P-max
208,17208,P-max,P-max
209,17209,P-max,P-max
210,17210,P-max,P-max
211,17211,P-max,P-max
212,17212,P-max,P-max
213,17213,P-max,P-max
214,17214,P-max,P-max
215,17215,P-max,P-max
216,17216,P-max,P-max
217,17217,P-max,P-max
218,17218,P-max,P-max
219,17219,P-max,P-max
220,17220,P-max,P-max
221,17221,P-max,P-max
222,17222,P-max,P-max
223,17223,P-max,P-max
224,17224,P-max,P-max
225,17225,P-max,P-max
1,18001,P-min,P-min
2,18002,P-min,P-min
3,18003,P-min,P-min
4,18004,P-min,P-min
5,18005,P-min,P-min
6,18006,P-min,P-min
7,18007,P-min,P-min
8,18008,P-min,P-min
9,18009,P-min,P-min
10,18010,P-min,P-min
11,18011,P-min,P-min
12,18012,P-min,P-min
13,18013,P-min,P-min
14,18014,P-min,P-min
15,18015,P-min,P-min
16,18016,P-min,P-min
17,18017,P-min,P-min
18,18018,P-min,P-min
19,18019,P-min,P-min
20,18020,P-min,P-min
21,18021,P-min,P-min
22,18022,P-min,P-min
23,18023,P-min,P-min
24,18024,P-min,P-min
25,18025,P-min,P-min
26,18026,P-min,P-min
27,18027,P-min,P-min
28,18028,P-min,P-min
29,18029,P-min,P-min
30,18030,P-min,P-min
31,18031,P-min,P-min
32,18032,P-min,P-min
33,18033,P-min,P-min
34,18034,P-min,P-min
35,18035,P-min,P-min
36,18036,P-min,P-min
37,18037,P-min,P-min
38,18038,P-min,P-min
39,18039,P-min,P-min
40,18040,P-min,P-min
41,18041,P-min,P-min
42,18042,P-min,P-min
43,18043,P-min,P-min
44,18044,P-min,P-min
45,18045,P-min,P-min
46,18046,P-min,P-min
47,18047,P-min,P-min
48,18048,P-min,P-min
49,18049,P-min,P-min
50,18050,P-min,P-min
51,18051,P-min,P-min
52,18052,P-min,P-min
53,18053,P-min,P-min
54,18054,P-min,P-min
55,18055,P-min,P-min
56,18056,P-min,P-min
57,18057,P-min,P-min
58,18058,P-min,P-min
59,18059,P-min,P-min
60,18060,P-min,P-min
61,18061,P-min,P-min
62,18062,P-min,P-min
63,18063,P-min,P-min
64,18064,P-min,P-min
65,18065,P-min,P-min
66,18066,P-min,P-min
67,18067,P-min,P-min
68,18068,P-min,P-min
69,18069,P-min,P-min
70,18070,P-min,P-min
71,18071,P-min,P-min
72,18072,P-min,P-min
73,18073,P-min,P-min
74,18074,P-min,P-min
75,18075,P-min,P-min
76,18076,P-min,P-min
77,18077,P-min,P-min
78,18078,P-min,P-min
79,18079,P-min,P-min
80,18080,P-min,P-min
81,18081,P-min,P-min
82,18082,P-min,P-min
83,18083,P-min,P-min
84,18084,P-min,P-min
85,18085,P-min,P-min
86,18086,P-min,P-min
87,18087,P-min,P-min
88,18088,P-min,P-min
89,18089,P-min,P-min
90,18090,P-min,P-min
91,18091,P-min,P-min
92,18092,P-min,P-min
93,18093,P-min,P-min
94,18094,P-min,P-min
95,18095,P-min,P-min
96,18096,P-min,P-min
97,18097,P-min,P-min
98,18098,P-min,P-min
99,18099,P-min,P-min
100,18100,P-min,P-min
101,18101,P-min,P-min
102,18102,P-min,P-min
103,18103,P-min,P-min
104,18104,P-min,P-min
105,18105,P-min,P-min
106,18106,P-min,P-min
107,18107,P-min,P-min
108,18108,P-min,P-min
109,18109,P-min,P-min
110,18110,P-min,P-min
111,18111,P-min,P-min
112,18112,P-min,P-min
113,18113,P-min,P-min
114,18114,P-min,P-min
115,18115,P-min,P-min
116,18116,P-min,P-min
117,18117,P-min,P-min
118,18118,P-min,P-min
119,18119,P-min,P-min
120,18120,P-min,P-min
121,18121,P-min,P-min
122,18122,P-min,P-min
123,18123,P-min,P-min
124,18124,P-min,P-min
125,18125,P-min,P-min
126,18126,P-min,P-min
127,18127,P-min,P-min
128,18128,P-min,P-min
129,18129,P-min,P-min
130,18130,P-min,P-min
131,18131,P-min,P-min
132,18132,P-min,P-min
133,18133,P-min,P-min
134,18134,P-min,P-min
135,18135,P-min,P-min
136,18136,P-min,P-min
137,18137,P-min,P-min
138,18138,P-min,P-min
139,18139,P-min,P-min
140,18140,P-min,P-min
141,18141,P-min,P-min
142,18142,P-min,P-min
143,18143,P-min,P-min
144,18144,P-min,P-min
145,18145,P-min,P-min
146,18146,P-min,P-min
147,18147,P-min,P-min
148,18148,P-min,P-min
149,18149,P-min,P-min
150,18150,P-min,P-min
151,18151,P-min,P-min
152,18152,P-min,P-min
153,18153,P-min,P-min
154,18154,P-min,P-min
155,18155,P-min,P-min
156,18156,P-min,P-min
157,18157,P-min,P-min
158,18158,P-min,P-min
159,18159,P-min,P-min
160,18160,P-min,P-min
161,18161,P-min,P-min
162,18162,P-min,P-min
163,18163,P-min,P-min
164,18164,P-min,P-min
165,18165,P-min,P-min
166,18166,P-min,P-min
167,18167,P-min,P-min
168,18168,P-min,P-min
169,18169,P-min,P-min
170,18170,P-min,P-min
171,18171,P-min,P-min
172,18172,P-min,P-min
173,18173,P-min,P-min
174,18174,P-min,P-min
175,18175,P-min,P-min
176,18176,P-min,P-min
177,18177,P-min,P-min
178,18178,P-min,P-min
179,18179,P-min,P-min
180,18180,P-min,P-min
181,18181,P-min,P-min
182,18182,P-min,P-min
183,18183,P-min,P-min
184,18184,P-min,P-min
185,18185,P-min,P-min
186,18186,P-min,P-min
187,18187,P-min,P-min
188,18188,P-min,P-min
189,18189,P-min,P-min
190,18190,P-min,P-min
191,18191,P-min,P-min
192,18192,P-min,P-min
193,18193,P-min,P-min
194,18194,P-min,P-min
195,18195,P-min,P-min
196,18196,P-min,P-min
197,18197,P-min,P-min
198,18198,P-min,P-min
199,18199,P-min,P-min
200,18200,P-min,P-min
201,18201,P-min,P-min
202,18202,P-min,P-min
203,18203,P-min,P-min
204,18204,P-min,P-min
205,18205,P-min,P-min
206,18206,P-min,P-min
207,18207,P-min,P-min
208,18208,P-min,P-min
209,18209,P-min,P-min
210,18210,P-min,P-min
211,18211,P-min,P-min
212,18212,P-min,P-min
213,18213,P-min,P-min
214,18214,P-min,P-min
215,18215,P-min,P-min
216,18216,P-min,P-min
217,18217,P-min,P-min
218,18218,P-min,P-min
219,18219,P-min,P-min
220,18220,P-min,P-min
221,18221,P-min,P-min
222,18222,P-min,P-min
223,18223,P-min,P-min
224,18224,P-min,P-min
225,18225,P-min,P-min
1,19001,S-max,S-max
2,19002,S-max,S-max
3,19003,S-max,S-max
4,19004,S-max,S-max
5,19005,S-max,S-max
6,19006,S-max,S-max
7,19007,S-max,S-max
8,19008,S-max,S-max
9,19009,S-max,S-max
10,19010,S-max,S-max
11,19011,S-max,S-max
12,19012,S-max,S-max
13,19013,S-max,S-max
14,19014,S-max,S-max
15,19015,S-max,S-max
16,19016,S-max,S-max
17,19017,S-max,S-max
18,19018,S-max,S-max
19,19019,S-max,S-max
20,19020,S-max,S-max
21,19021,S-max,S-max
22,19022,S-max,S-max
23,19023,S-max,S-max
24,19024,S-max,S-max
25,19025,S-max,S-max
26,19026,S-max,S-max
27,19027,S-max,S-max
28,19028,S-max,S-max
29,19029,S-max,S-max
30,19030,S-max,S-max
31,19031,S-max,S-max
32,19032,S-max,S-max
33,19033,S-max,S-max
34,19034,S-max,S-max
35,19035,S-max,S-max
36,19036,S-max,S-max
37,19037,S-max,S-max
38,19038,S-max,S-max
39,19039,S-max,S-max
40,19040,S-max,S-max
41,19041,S-max,S-max
42,19042,S-max,S-max
43,19043,S-max,S-max
44,19044,S-max,S-max
45,19045,S-max,S-max
46,19046,S-max,S-max
47,19047,S-max,S-max
48,19048,S-max,S-max
49,19049,S-max,S-max
50,19050,S-max,S-max
51,19051,S-max,S-max
52,19052,S-max,S-max
53,19053,S-max,S-max
54,19054,S-max,S-max
55,19055,S-max,S-max
56,19056,S-max,S-max
57,19057,S-max,S-max
58,19058,S-max,S-max
59,19059,S-max,S-max
60,19060,S-max,S-max
61,19061,S-max,S-max
62,19062,S-max,S-max
63,19063,S-max,S-max
64,19064,S-max,S-max
65,19065,S-max,S-max
66,19066,S-max,S-max
67,19067,S-max,S-max
68,19068,S-max,S-max
69,19069,S-max,S-max
70,19070,S-max,S-max
71,19071,S-max,S-max
72,19072,S-max,S-max
73,19073,S-max,S-max
74,19074,S-max,S-max
75,19075,S-max,S-max
76,19076,S-max,S-max
77,19077,S-max,S-max
78,19078,S-max,S-max
79,19079,S-max,S-max
80,19080,S-max,S-max
81,19081,S-max,S-max
82,19082,S-max,S-max
83,19083,S-max,S-max
84,19084,S-max,S-max
85,19085,S-max,S-max
86,19086,S-max,S-max
87,19087,S-max,S-max
88,19088,S-max,S-max
89,19089,S-max,S-max
90,19090,S-max,S-max
91,19091,S-max,S-max
92,19092,S-max,S-max
93,19093,S-max,S-max
94,19094,S-max,S-max
95,19095,S-max,S-max
96,19096,S-max,S-max
97,19097,S-max,S-max
98,19098,S-max,S-max
99,19099,S-max,S-max
100,19100,S-max,S-max
101,19101,S-max,S-max
102,19102,S-max,S-max
103,19103,S-max,S-max
104,19104,S-max,S-max
105,19105,S-max,S-max
106,19106,S-max,S-max
107,19107,S-max,S-max
108,19108,S-max,S-max
109,19109,S-max,S-max
110,19110,S-max,S-max
111,19111,S-max,S-max
112,19112,S-max,S-max
113,19113,S-max,S-max
114,19114,S-max,S-max
115,19115,S-max,S-max
116,19116,S-max,S-max
117,19117,S-max,S-max
118,19118,S-max,S-max
119,19119,S-max,S-max
120,19120,S-max,S-max
121,19121,S-max,S-max
122,19122,S-max,S-max
123,19123,S-max,S-max
124,19124,S-max,S-max
125,19125,S-max,S-max
126,19126,S-max,S-max
127,19127,S-max,S-max
128,19128,S-max,S-max
129,19129,S-max,S-max
130,19130,S-max,S-max
131,19131,S-max,S-max
132,19132,S-max,S-max
133,19133,S-max,S-max
134,19134,S-max,S-max
135,19135,S-max,S-max
136,19136,S-max,S-max
137,19137,S-max,S-max
138,19138,S-max,S-max
139,19139,S-max,S-max
140,19140,S-max,S-max
141,19141,S-max,S-max
142,19142,S-max,S-max
143,19143,S-max,S-max
144,19144,S-max,S-max
145,19145,S-max,S-max
146,19146,S-max,S-max
147,19147,S-max,S-max
148,19148,S-max,S-max
149,19149,S-max,S-max
150,19150,S-max,S-max
151,19151,S-max,S-max
152,19152,S-max,S-max
153,19153,S-max,S-max
154,19154,S-max,S-max
155,19155,S-max,S-max
156,19156,S-max,S-max
157,19157,S-max,S-max
158,19158,S-max,S-max
159,19159,S-max,S-max
160,19160,S-max,S-max
161,19161,S-max,S-max
162,19162,S-max,S-max
163,19163,S-max,S-max
164,19164,S-max,S-max
165,19165,S-max,S-max
166,19166,S-max,S-max
167,19167,S-max,S-max
168,19168,S-max,S-max
169,19169,S-max,S-max
170,19170,S-max,S-max
171,19171,S-max,S-max
172,19172,S-max,S-max
173,19173,S-max,S-max
174,19174,S-max,S-max
175,19175,S-max,S-max
176,19176,S-max,S-max
177,19177,S-max,S-max
178,19178,S-max,S-max
179,19179,S-max,S-max
180,19180,S-max,S-max
181,19181,S-max,S-max
182,19182,S-max,S-max
183,19183,S-max,S-max
184,19184,S-max,S-max
185,19185,S-max,S-max
186,19186,S-max,S-max
187,19187,S-max,S-max
188,19188,S-max,S-max
189,19189,S-max,S-max
190,19190,S-max,S-max
191,19191,S-max,S-max
192,19192,S-max,S-max
193,19193,S-max,S-max
194,19194,S-max,S-max
195,19195,S-max,S-max
196,19196,S-max,S-max
197,19197,S-max,S-max
198,19198,S-max,S-max
199,19199,S-max,S-max
200,19200,S-max,S-max
201,19201,S-max,S-max
202,19202,S-max,S-max
203,19203,S-max,S-max
204,19204,S-max,S-max
205,19205,S-max,S-max
206,19206,S-max,S-max
207,19207,S-max,S-max
208,19208,S-max,S-max
209,19209,S-max,S-max
210,19210,S-max,S-max
211,19211,S-max,S-max
212,19212,S-max,S-max
213,19213,S-max,S-max
214,19214,S-max,S-max
215,19215,S-max,S-max
216,19216,S-max,S-max
217,19217,S-max,S-max
218,19218,S-max,S-max
219,19219,S-max,S-max
220,19220,S-max,S-max
221,19221,S-max,S-max
222,19222,S-max,S-max
223,19223,S-max,S-max
224,19224,S-max,S-max
225,19225,S-max,S-max
1,20001,S-min,S-min
2,20002,S-min,S-min
3,20003,S-min,S-min
4,20004,S-min,S-min
5,20005,S-min,S-min
6,20006,S-min,S-min
7,20007,S-min,S-min
8,20008,S-min,S-min
9,20009,S-min,S-min
10,20010,S-min,S-min
11,20011,S-min,S-min
12,20012,S-min,S-min
13,20013,S-min,S-min
14,20014,S-min,S-min
15,20015,S-min,S-min
16,20016,S-min,S-min
17,20017,S-min,S-min
18,20018,S-min,S-min
19,20019,S-min,S-min
20,20020,S-min,S-min
21,20021,S-min,S-min
22,20022,S-min,S-min
23,20023,S-min,S-min
24,20024,S-min,S-min
25,20025,S-min,S-min
26,20026,S-min,S-min
27,20027,S-min,S-min
28,20028,S-min,S-min
29,20029,S-min,S-min
30,20030,S-min,S-min
31,20031,S-min,S-min
32,20032,S-min,S-min
33,20033,S-min,S-min
34,20034,S-min,S-min
35,20035,S-min,S-min
36,20036,S-min,S-min
37,20037,S-min,S-min
38,20038,S-min,S-min
39,20039,S-min,S-min
40,20040,S-min,S-min
41,20041,S-min,S-min
42,20042,S-min,S-min
43,20043,S-min,S-min
44,20044,S-min,S-min
45,20045,S-min,S-min
46,20046,S-min,S-min
47,20047,S-min,S-min
48,20048,S-min,S-min
49,20049,S-min,S-min
50,20050,S-min,S-min
51,20051,S-min,S-min
52,20052,S-min,S-min
53,20053,S-min,S-min
54,20054,S-min,S-min
55,20055,S-min,S-min
56,20056,S-min,S-min
57,20057,S-min,S-min
58,20058,S-min,S-min
59,20059,S-min,S-min
60,20060,S-min,S-min
61,20061,S-min,S-min
62,20062,S-min,S-min
63,20063,S-min,S-min
64,20064,S-min,S-min
65,20065,S-min,S-min
66,20066,S-min,S-min
67,20067,S-min,S-min
68,20068,S-min,S-min
69,20069,S-min,S-min
70,20070,S-min,S-min
71,20071,S-min,S-min
72,20072,S-min,S-min
73,20073,S-min,S-min
74,20074,S-min,S-min
75,20075,S-min,S-min
76,20076,S-min,S-min
77,20077,S-min,S-min
78,20078,S-min,S-min
79,20079,S-min,S-min
80,20080,S-min,S-min
81,20081,S-min,S-min
82,20082,S-min,S-min
83,20083,S-min,S-min
84,20084,S-min,S-min
85,20085,S-min,S-min
86,20086,S-min,S-min
87,20087,S-min,S-min
88,20088,S-min,S-min
89,20089,S-min,S-min
90,20090,S-min,S-min
91,20091,S-min,S-min
92,20092,S-min,S-min
93,20093,S-min,S-min
94,20094,S-min,S-min
95,20095,S-min,S-min
96,20096,S-min,S-min
97,20097,S-min,S-min
98,20098,S-min,S-min
99,20099,S-min,S-min
100,20100,S-min,S-min
101,20101,S-min,S-min
102,20102,S-min,S-min
103,20103,S-min,S-min
104,20104,S-min,S-min
105,20105,S-min,S-min
106,20106,S-min,S-min
107,20107,S-min,S-min
108,20108,S-min,S-min
109,20109,S-min,S-min
110,20110,S-min,S-min
111,20111,S-min,S-min
112,20112,S-min,S-min
113,20113,S-min,S-min
114,20114,S-min,S-min
115,20115,S-min,S-min
116,20116,S-min,S-min
117,20117,S-min,S-min
118,20118,S-min,S-min
119,20119,S-min,S-min
120,20120,S-min,S-min
121,20121,S-min,S-min
122,20122,S-min,S-min
123,20123,S-min,S-min
124,20124,S-min,S-min
125,20125,S-min,S-min
126,20126,S-min,S-min
127,20127,S-min,S-min
128,20128,S-min,S-min
129,20129,S-min,S-min
130,20130,S-min,S-min
131,20131,S-min,S-min
132,20132,S-min,S-min
133,20133,S-min,S-min
134,20134,S-min,S-min
135,20135,S-min,S-min
136,20136,S-min,S-min
137,20137,S-min,S-min
138,20138,S-min,S-min
139,20139,S-min,S-min
140,20140,S-min,S-min
141,20141,S-min,S-min
142,20142,S-min,S-min
143,20143,S-min,S-min
144,20144,S-min,S-min
145,20145,S-min,S-min
146,20146,S-min,S-min
147,20147,S-min,S-min
148,20148,S-min,S-min
149,20149,S-min,S-min
150,20150,S-min,S-min
151,20151,S-min,S-min
152,20152,S-min,S-min
153,20153,S-min,S-min
154,20154,S-min,S-min
155,20155,S-min,S-min
156,20156,S-min,S-min
157,20157,S-min,S-min
158,20158,S-min,S-min
159,20159,S-min,S-min
160,20160,S-min,S-min
161,20161,S-min,S-min
162,20162,S-min,S-min
163,20163,S-min,S-min
164,20164,S-min,S-min
165,20165,S-min,S-min
166,20166,S-min,S-min
167,20167,S-min,S-min
168,20168,S-min,S-min
169,20169,S-min,S-min
170,20170,S-min,S-min
171,20171,S-min,S-min
172,20172,S-min,S-min
173,20173,S-min,S-min
174,20174,S-min,S-min
175,20175,S-min,S-min
176,20176,S-min,S-min
177,20177,S-min,S-min
178,20178,S-min,S-min
179,20179,S-min,S-min
180,20180,S-min,S-min
181,20181,S-min,S-min
182,20182,S-min,S-min
183,20183,S-min,S-min
184,20184,S-min,S-min
185,20185,S-min,S-min
186,20186,S-min,S-min
187,20187,S-min,S-min
188,20188,S-min,S-min
189,20189,S-min,S-min
190,20190,S-min,S-min
191,20191,S-min,S-min
192,20192,S-min,S-min
193,20193,S-min,S-min
194,20194,S-min,S-min
195,20195,S-min,S-min
196,20196,S-min,S-min
197,20197,S-min,S-min
198,20198,S-min,S-min
199,20199,S-min,S-min
200,20200,S-min,S-min
201,20201,S-min,S-min
202,20202,S-min,S-min
203,20203,S-min,S-min
204,20204,S-min,S-min
205,20205,S-min,S-min
206,20206,S-min,S-min
207,20207,S-min,S-min
208,20208,S-min,S-min
209,20209,S-min,S-min
210,20210,S-min,S-min
211,20211,S-min,S-min
212,20212,S-min,S-min
213,20213,S-min,S-min
214,20214,S-min,S-min
215,20215,S-min,S-min
216,20216,S-min,S-min
217,20217,S-min,S-min
218,20218,S-min,S-min
219,20219,S-min,S-min
220,20220,S-min,S-min
221,20221,S-min,S-min
222,20222,S-min,S-min
223,20223,S-min,S-min
224,20224,S-min,S-min
225,20225,S-min,S-min
1,21001,Cr-max,Cr-max
2,21002,Cr-max,Cr-max
3,21003,Cr-max,Cr-max
5,21004,Cr-max,Cr-max
6,21005,Cr-max,Cr-max
7,21006,Cr-max,Cr-max
8,21007,Cr-max,Cr-max
9,21008,Cr-max,Cr-max
10,21009,Cr-max,Cr-max
11,21010,Cr-max,Cr-max
13,21011,Cr-max,Cr-max
14,21012,Cr-max,Cr-max
15,21013,Cr-max,Cr-max
17,21014,Cr-max,Cr-max
18,21015,Cr-max,Cr-max
19,21016,Cr-max,Cr-max
21,21017,Cr-max,Cr-max
23,21018,Cr-max,Cr-max
24,21019,Cr-max,Cr-max
25,21020,Cr-max,Cr-max
26,21021,Cr-max,Cr-max
27,21022,Cr-max,Cr-max
28,21023,Cr-max,Cr-max
30,21024,Cr-max,Cr-max
31,21025,Cr-max,Cr-max
32,21026,Cr-max,Cr-max
34,21027,Cr-max,Cr-max
35,21028,Cr-max,Cr-max
36,21029,Cr-max,Cr-max
37,21030,Cr-max,Cr-max
38,21031,Cr-max,Cr-max
39,21032,Cr-max,Cr-max
40,21033,Cr-max,Cr-max
42,21034,Cr-max,Cr-max
43,21035,Cr-max,Cr-max
44,21036,Cr-max,Cr-max
45,21037,Cr-max,Cr-max
46,21038,Cr-max,Cr-max
47,21039,Cr-max,Cr-max
48,21040,Cr-max,Cr-max
49,21041,Cr-max,Cr-max
50,21042,Cr-max,Cr-max
51,21043,Cr-max,Cr-max
52,21044,Cr-max,Cr-max
53,21045,Cr-max,Cr-max
54,21046,Cr-max,Cr-max
55,21047,Cr-max,Cr-max
56,21048,Cr-max,Cr-max
57,21049,Cr-max,Cr-max
58,21050,Cr-max,Cr-max
59,21051,Cr-max,Cr-max
60,21052,Cr-max,Cr-max
61,21053,Cr-max,Cr-max
62,21054,Cr-max,Cr-max
63,21055,Cr-max,Cr-max
64,21056,Cr-max,Cr-max
65,21057,Cr-max,Cr-max
66,21058,Cr-max,Cr-max
67,21059,Cr-max,Cr-max
68,21060,Cr-max,Cr-max
69,21061,Cr-max,Cr-max
70,21062,Cr-max,Cr-max
71,21063,Cr-max,Cr-max
72,21064,Cr-max,Cr-max
74,21065,Cr-max,Cr-max
75,21066,Cr-max,Cr-max
77,21067,Cr-max,Cr-max
78,21068,Cr-max,Cr-max
79,21069,Cr-max,Cr-max
80,21070,Cr-max,Cr-max
81,21071,Cr-max,Cr-max
82,21072,Cr-max,Cr-max
83,21073,Cr-max,Cr-max
84,21074,Cr-max,Cr-max
85,21075,Cr-max,Cr-max
86,21076,Cr-max,Cr-max
87,21077,Cr-max,Cr-max
88,21078,Cr-max,Cr-max
89,21079,Cr-max,Cr-max
90,21080,Cr-max,Cr-max
91,21081,Cr-max,Cr-max
93,21082,Cr-max,Cr-max
94,21083,Cr-max,Cr-max
95,21084,Cr-max,Cr-max
96,21085,Cr-max,Cr-max
97,21086,Cr-max,Cr-max
98,21087,Cr-max,Cr-max
100,21088,Cr-max,Cr-max
102,21089,Cr-max,Cr-max
103,21090,Cr-max,Cr-max
104,21091,Cr-max,Cr-max
105,21092,Cr-max,Cr-max
106,21093,Cr-max,Cr-max
107,21094,Cr-max,Cr-max
108,21095,Cr-max,Cr-max
110,21096,Cr-max,Cr-max
112,21097,Cr-max,Cr-max
113,21098,Cr-max,Cr-max
114,21099,Cr-max,Cr-max
115,21100,Cr-max,Cr-max
116,21101,Cr-max,Cr-max
117,21102,Cr-max,Cr-max
119,21103,Cr-max,Cr-max
120,21104,Cr-max,Cr-max
121,21105,Cr-max,Cr-max
122,21106,Cr-max,Cr-max
123,21107,Cr-max,Cr-max
124,21108,Cr-max,Cr-max
125,21109,Cr-max,Cr-max
