成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.17,0.2,0.5,-,-,0.5,-,-,0.45,-,,,,,
最大值,0.25,0.45,0.8,0.03,0.03,0.8,0.3,0.25,0.65,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,-,-,-,-,-,11.5,-,-,,,,,,,
最大值,0.15,1.5,1,0.035,0.025,14,1,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,更多,,,,
最小值,-,-,-,-,-,-,-,-,-,-,残余元素Ni+Cr+Cu+Mo+V≤1.0,,,,
最大值,0.2,0.6,1.2,0.025,0.025,0.35,0.4,0.4,0.15,0.05,残余元素Ni+Cr+Cu+Mo+V≤1.0,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,N,,,,,
最小值,-,-,-,-,-,19,26,-,2,-,,,,,
最大值,0.03,1,2,0.035,0.025,22,30,2,2.5,0.2,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,-,-,-,24,19,-,,,,,,,
最大值,0.5,2.5,2,0.04,0.03,27,22,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.13,-,0.5,-,-,2,-,-,0.9,-,,,,,
最大值,0.2,0.6,0.9,0.02,0.02,2.5,0.4,0.3,1.2,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,,,,,,,,
最小值,0.3,1.5,-,-,-,17,23,,,,,,,,
最大值,0.4,2.5,1.5,0.03,0.03,20,26,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,N,,,,,,
最小值,-,-,-,-,-,18,9,2,0.1,,,,,,
最大值,0.03,1.5,2,0.035,0.03,20,12,2.5,0.2,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.38,0.3,0.6,-,-,0.8,-,-,0.2,-,,,,,
最大值,0.45,0.6,1,0.03,0.03,1.2,0.3,0.25,0.3,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,更多,,,,,,,
最小值,-,-,0.8,-,-,17,8,Ti：5(wc - 0.03)~0.80,,,,,,,
最大值,0.12,1.5,2,0.03,0.04,20,11,Ti：5(wc - 0.03)~0.80,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,更多,,,,
最小值,0.17,-,1,-,-,-,-,-,-,-,残余元素Ni+Cr+Cu+Mo+V≤1.0,,,,
最大值,0.25,0.8,1.6,0.025,0.025,0.35,0.4,0.4,0.15,0.05,残余元素Ni+Cr+Cu+Mo+V≤1.0,,,,
成分,C,Si,Mn,P,S,Cr,Mo,,,,,,,,
最小值,0.55,0.2,0.9,-,-,0.8,0.2,,,,,,,,
最大值,0.65,0.45,1.2,0.035,0.03,1.2,0.45,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,Nb,,,,,,
最小值,0.05,-,-,-,-,19,30,-,0.8,,,,,,
最大值,0.12,1.2,1.2,0.04,0.03,23,34,0.5,1.5,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.23,-,0.6,-,-,0.4,0.4,-,0.15,-,,,,,
最大值,0.28,0.8,1,0.03,0.025,0.8,0.8,0.3,0.3,0.03,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,N,,,,,,,
最小值,0.35,1.2,-,-,-,21,3.5,0.23,,,,,,,
最大值,0.45,2,1,0.03,0.03,24,5,0.3,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,更多,,,,,,
最小值,-,-,-,-,-,18,9,2,Nb：8C~1.00,,,,,,
最大值,0.07,1.5,1.5,0.04,0.03,20,12,2.5,Nb：8C~1.00,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.25,0.3,0.7,-,-,0.6,0.6,-,0.35,-,,,,,
最大值,0.35,0.6,1,0.03,0.03,0.9,1,0.25,0.5,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,W,V,,,,
最小值,-,-,-,-,-,11.5,3.5,-,0.4,-,-,,,,
最大值,0.06,1,1,0.03,0.025,14,4.5,0.5,1,0.1,0.08,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.6,0.2,0.5,-,-,0.8,0.2,0.2,,,,,,,
最大值,0.7,0.6,0.8,0.035,0.03,1.2,0.5,0.45,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,,,,,,,,
最小值,-,3.5,-,-,-,13,13,,,,,,,,
最大值,0.03,4.5,0.8,0.035,0.025,15,15,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,Nb,,,,,,
最小值,0.3,1,-,-,-,24,33,-,0.8,,,,,,
最大值,0.5,2.5,2,0.04,0.03,27,36,0.5,1.8,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.06,-,0.5,-,-,-,2,-,-,-,,,,,
最大值,0.12,0.6,0.8,0.02,0.015,0.3,3,0.3,0.2,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,Ti,,,,,,
最小值,-,-,0.8,-,-,16,11,2,0.3,,,,,,
最大值,0.08,1.5,2,0.03,0.03,19,13,3,0.7,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,N,,,,,,
最小值,-,-,-,-,-,21,4.5,2.5,0.12,,,,,,
最大值,0.03,1,2,0.035,0.025,23,6.5,3.5,0.2,,,,,,
成分,C,Si,Mn,P,S,Cr,Cu,W,V,更多,,,,,
最小值,-,-,-,-,-,11.5,-,-,-,Cu+W+V≤0.5,,,,,
最大值,0.15,0.8,0.8,0.035,0.025,13.5,0.5,0.1,0.05,Cu+W+V≤0.5,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,W,V,,,,,
最小值,-,-,-,-,-,15.5,4.5,0.4,-,-,,,,,
最大值,0.06,1,1,0.03,0.025,17.5,6,1,0.1,0.08,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.2,0.3,1.1,-,-,-,-,-,-,-,,,,,
最大值,0.3,0.45,1.3,0.03,0.03,0.3,0.3,0.3,0.15,0.05,,,,,
成分,C,Si,Mn,P,S,Mo,,,,,,,,,
最小值,0.65,0.2,1.4,-,-,0.2,,,,,,,,,
最大值,0.75,0.45,1.8,0.035,0.03,0.45,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,W,,,,,,,
最小值,0.35,1,-,-,-,27,47,4,,,,,,,
最大值,0.55,2.5,1.5,0.04,0.03,30,50,6,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,N,Ti,V,Nb,Zr,Al,
最小值,0.08,0.2,0.3,-,-,8,-,0.85,0.03,-,0.18,0.06,-,-,
最大值,0.12,0.5,0.6,0.03,0.01,9.5,0.4,1.05,0.07,0.01,0.25,0.1,0.01,0.02,
成分,C,Si,Mn,P,S,,,,,,,,,,
最小值,1,0.3,11,-,-,,,,,,,,,,
最大值,1.35,0.9,14,0.06,0.04,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,-,-,-,-,-,18,10,3,,,,,,,
最大值,0.07,1.5,1.5,0.04,0.03,20,13,3.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,W,V,更多,,,
最小值,-,-,-,-,-,11.5,3.5,-,0.4,-,-,Cu+W+V≤0.5,,,
最大值,0.06,0.8,1,0.035,0.025,13.5,5,0.5,1,0.1,0.05,Cu+W+V≤0.5,,,
成分,C,Si,Mn,P,S,Cr,Ni,,,,,,,,
最小值,-,-,-,-,-,20,10,,,,,,,,
最大值,0.12,2,1.5,0.04,0.04,23,13,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.35,0.3,1.2,-,-,-,-,-,-,-,,,,,
最大值,0.45,0.45,1.5,0.03,0.03,0.3,0.3,0.25,0.15,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Mo,,,,,,,,
最小值,1.3,0.3,0.7,-,-,0.8,0.2,,,,,,,,
最大值,1.5,0.6,1.4,0.035,0.03,1.6,0.6,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,,,,,,,,
最小值,0.35,-,-,-,-,13,64,,,,,,,,
最大值,0.65,2,1.3,0.04,0.03,19,69,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,-,-,0.5,-,-,11.5,0.8,-,-,-,,,,,
最大值,0.1,0.4,0.8,0.03,0.02,12.5,1.5,0.3,0.5,0.08,,,,,
成分,C,Si,Mn,P,S,Mo,,,,,,,,,
最小值,0.75,0.3,11,-,-,0.9,,,,,,,,,
最大值,1.35,0.9,14,0.06,0.04,1.2,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,N,,,,,
最小值,-,-,-,-,-,24.5,5,2.75,2.5,0.12,,,,,
最大值,0.03,1,1.5,0.035,0.025,26.5,7,3.5,3.5,0.22,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,W,V,更多,,,
最小值,-,-,-,-,-,11.5,3.5,-,0.4,-,-,Cu+W+V≤0.5,,,
最大值,0.04,0.8,1.5,0.03,0.01,13.5,5,0.5,1,0.1,0.05,Cu+W+V≤0.5,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,N,V,,,,
最小值,-,-,-,-,-,25,6,-,3,0.12,-,,,,
最大值,0.03,1,1,0.035,0.025,27,8,1.3,5,0.22,0.08,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.42,0.2,1.6,-,-,-,-,-,-,-,,,,,
最大值,0.49,0.4,1.8,0.03,0.03,0.3,0.3,0.25,0.15,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,1.5,0.3,0.8,-,-,0.8,0.2,0.2,,,,,,,
最大值,1.7,0.6,1.3,0.035,0.03,2,-,0.6,,,,,,,
成分,C,Si,Mn,P,S,Mo,,,,,,,,,
最小值,1.05,0.3,6,-,-,0.9,,,,,,,,,
最大值,1.35,0.9,8,0.06,0.04,1.2,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,-,-,-,-,-,12,3.5,-,-,-,,,,,
最大值,0.06,1,1,0.035,0.025,13.5,5,0.3,0.7,0.08,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,
最小值,1.05,0.3,16,-,-,,,,,,,,,,
最大值,1.35,0.9,19,0.06,0.04,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.2,1,0.5,-,-,6,-,-,,,,,,,
最大值,0.35,2.5,1,0.04,0.04,8,0.5,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,-,-,-,-,-,-,-,-,-,-,,,,,
最大值,0.3,0.5,0.9,0.04,0.04,0.35,0.3,0.3,0.2,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,
最小值,0.35,2,-,-,-,8,,,,,,,,,
最大值,0.5,3,0.7,0.03,0.03,10,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,
最小值,0.16,-,-,-,-,11.5,,,,,,,,,
最大值,0.24,1,0.6,0.035,0.025,14,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.3,0.5,0.9,-,-,0.5,-,-,-,-,,,,,
最大值,0.4,0.75,1.2,0.03,0.03,0.8,0.3,0.25,0.15,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,1.9,0.3,0.8,-,-,0.6,0.6,0.2,,,,,,,
最大值,2.1,0.8,1.2,0.035,0.03,2,2.5,0.8,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,
最小值,1.05,0.3,11,-,-,,,,,,,,,,
最大值,1.35,0.9,14,0.06,0.04,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,,,,,,,
最小值,-,-,-,-,-,18,8,-,,,,,,,
最大值,0.07,1.5,1.5,0.04,0.03,20,11,0.5,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,
最小值,1,0.3,11,-,-,,,,,,,,,,
最大值,1.4,0.8,14,0.09,0.04,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,0.5,-,-,27,-,-,,,,,,,
最大值,0.5,2.5,1,0.04,0.03,30,1,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,-,-,-,-,-,-,-,-,-,-,,,,,
最大值,0.6,0.5,0.9,0.04,0.04,0.35,0.3,0.3,0.2,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.2,-,-,-,-,18,8,-,,,,,,,
最大值,0.4,2,2,0.03,0.03,23,12,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,-,-,-,-,-,12,3.5,-,,,,,,,
最大值,0.06,1,1,0.035,0.025,13,5,0.7,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.5,0.25,1.2,-,-,0.6,-,-,0.2,-,,,,,
最大值,0.6,0.6,1.6,0.03,0.03,0.9,0.3,0.3,0.3,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,1.5,0.8,0.6,-,-,0.5,0.2,0.2,,,,,,,
最大值,1.7,1.5,1,0.035,0.03,1.5,1,0.8,,,,,,,
成分,C,Si,Mn,P,S,Ni,,,,,,,,,
最小值,1.05,0.3,11,-,-,3,,,,,,,,,
最大值,1.35,0.9,14,0.06,0.04,4,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,,,,,,
最小值,-,-,-,-,-,18,9,-,2,,,,,,
最大值,0.07,1.5,1.5,0.04,0.03,20,12,0.5,2.5,,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,
最小值,0.9,0.3,11,-,-,1.5,,,,,,,,,
最大值,1.3,0.6,14,0.07,0.04,2.5,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.15,1,-,-,-,17,8,-,,,,,,,
最大值,0.35,2.5,2,0.04,0.03,19,10,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,更多,,,,
最小值,0.15,-,1,-,-,-,-,-,-,-,Cr+Ni+Cu+Mo+V≤1.00,,,,
最大值,0.2,0.6,1.6,0.02,0.025,0.3,0.4,0.3,0.12,0.03,Cr+Ni+Cu+Mo+V≤1.00,,,,
成分,C,Si,Mn,P,S,Cr,Ni,N,,,,,,,
最小值,-,-,-,-,-,24,4,-,,,,,,,
最大值,0.2,2,1,0.03,0.03,28,6,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,N,,,,,,,
最小值,-,-,-,-,-,18,9,-,,,,,,,
最大值,0.03,1.5,2,0.035,0.025,20,12,0.2,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.12,-,0.5,-,-,1,-,-,0.45,-,,,,,
最大值,0.2,0.6,0.8,0.03,0.03,1.5,0.3,0.25,0.65,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,W,V,Nb,Co,,,
最小值,1.5,0.3,0.4,-,-,3,-,2,-,2,-,-,,,
最大值,2.2,1,1.2,0.035,0.03,8,1.5,8,8,9,5,8,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,
最小值,1.05,0.3,16,-,-,1.5,,,,,,,,,
最大值,1.35,0.9,19,0.06,0.04,2.5,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,N,,,,,
最小值,-,-,-,-,-,25,5,2.75,2.5,0.12,,,,,
最大值,0.03,1,1.5,0.035,0.025,27,7,3.5,3.5,0.22,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,Nb,,,,,,
最小值,0.25,1,-,-,-,23,23,-,1.2,,,,,,
最大值,0.5,2.5,2,0.04,0.03,25,25,0.5,1.8,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.15,-,0.5,-,-,-,-,-,0.4,-,,,,,
最大值,0.23,0.6,1,0.025,0.02,0.3,0.4,0.3,0.6,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.35,-,-,-,-,23,19,-,,,,,,,
最大值,0.45,1.75,1.5,0.03,0.03,27,22,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,更多,,,,,,,
最小值,-,-,-,-,-,18,9,Nb：8C~1.00,,,,,,,
最大值,0.07,1.5,1.5,0.04,0.03,20,12,Nb：8C~1.00,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,-,-,-,21,9,-,,,,,,,
最大值,0.5,2.5,2,0.04,0.03,23,11,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.18,0.2,0.4,-,-,0.9,-,-,0.5,0.2,,,,,
最大值,0.25,0.6,0.7,0.03,0.03,1.2,0.3,0.3,0.7,0.3,,,,,
成分,C,Si,Mn,P,S,Cr,,,,,,,,,
最小值,0.16,-,-,-,-,11.5,,,,,,,,,
最大值,0.24,1,0.6,0.035,0.025,14,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,更多,,,,
最小值,0.17,-,0.8,-,-,-,-,-,-,-,残余元素Ni+Cr+Cu+Mo+V≤1.0,,,,
最大值,0.25,0.6,1.2,0.025,0.025,0.35,0.4,0.4,0.15,0.05,残余元素Ni+Cr+Cu+Mo+V≤1.0,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,V,,,,,,
最小值,0.35,0.2,0.6,-,-,2,-,0.3,0.05,,,,,,
最大值,0.45,0.6,1.2,0.035,0.03,3.5,0.8,0.7,0.15,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,-,-,-,25,3,-,,,,,,,
最大值,0.5,2.5,1.5,0.04,0.03,28,6,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.1,-,0.4,-,-,0.3,-,-,0.4,0.22,,,,,
最大值,0.15,0.45,0.7,0.03,0.02,0.5,0.4,0.3,0.6,0.3,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,,,,,,,,
最小值,0.2,-,-,-,-,13,33,,,,,,,,
最大值,0.35,2.5,2,0.03,0.03,17,37,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,N,,,,,,
最小值,-,-,-,-,-,25,4.5,1.3,0.12,,,,,,
最大值,0.05,1,2,0.035,0.025,27,6.5,2,0.2,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,-,-,-,24,19,-,,,,,,,
最大值,0.5,2.5,2,0.04,0.03,27,22,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.46,0.25,0.5,-,-,0.9,-,-,0.15,-,,,,,
最大值,0.54,0.5,0.8,0.03,0.03,1.2,0.3,0.25,0.25,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,W,V,,,,
最小值,-,-,-,-,-,11.5,3.8,-,0.4,-,-,,,,
最大值,0.045,1,1,0.028,0.012,14,5,0.5,1,0.1,0.08,,,,
成分,P,S,,,,,,,,,,,,,
最小值,-,-,,,,,,,,,,,,,
最大值,0.035,0.03,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr ①,Ni,Cu ,Mo,V ,,,,,
最小值,0.17,-,1,-,-,-,-,-,-,-,,,,,
最大值,0.23,0.8,1.3,0.03,0.03,0.3,0.8,0.25,0.15,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.55,0.2,0.5,-,-,0.8,0.2,0.2,,,,,,,
最大值,0.65,0.6,1,0.035,0.03,1.2,1.5,0.6,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,-,-,-,16,34,-,,,,,,,
最大值,0.5,2.5,2,0.04,0.03,18,36,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.23,-,0.6,-,-,0.7,1,-,0.2,-,,,,,
最大值,0.28,0.6,0.9,0.03,0.025,0.9,2,0.3,0.3,0.03,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.2,-,-,-,-,24,18,-,,,,,,,
最大值,0.35,2,2,0.03,0.03,28,22,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,-,-,-,-,-,18,9,3,,,,,,,
最大值,0.03,1.5,1.5,0.04,0.03,20,12,3.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu ,Mo,V ,,,,,
最小值,0.3,0.6,0.7,-,-,0.4,0.6,-,0.4,-,,,,,
最大值,0.37,0.9,1,0.03,0.03,0.9,0.9,0.25,0.5,0.05,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,W,V,,,,
最小值,-,-,-,-,-,11.5,4.5,-,0.4,-,-,,,,
最大值,0.06,1,1,0.03,0.025,14,5.5,0.5,1,0.1,0.08,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,
最小值,0.65,0.2,0.9,-,-,,,,,,,,,,
最大值,0.75,0.45,1.2,0.035,0.03,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,,,,,,,
最小值,0.3,1,-,-,-,18,36,-,,,,,,,
最大值,0.5,2.5,2,0.04,0.03,21,39,0.5,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,,,,,
最小值,0.06,-,0.5,-,-,-,3,-,-,-,,,,,
最大值,0.12,0.6,0.8,0.02,0.015,0.3,4,0.3,0.2,0.05,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,
最小值,0.9,0.3,11,-,-,,,,,,,,,,
最大值,1.05,0.9,14,0.06,0.04,,,,,,,,,,
