:START_ID,:END_ID,relation,:TYPE
1000,188,hasSteel,hasSteel
1000,189,hasSteel,hasSteel
1000,190,hasSteel,hasSteel
1000,191,hasSteel,hasSteel
1000,192,hasSteel,hasSteel
1000,193,hasSteel,hasSteel
1000,194,hasSteel,hasSteel
1000,195,hasSteel,hasSteel
1000,196,hasSteel,hasSteel
1000,197,hasSteel,hasSteel
1000,198,hasSteel,hasSteel
1000,199,hasSteel,hasSteel
1000,200,hasSteel,hasSteel
1000,201,hasSteel,hasSteel
1000,202,hasSteel,hasSteel
1000,203,hasSteel,hasSteel
1000,204,hasSteel,hasSteel
1000,205,hasSteel,hasSteel
1000,206,hasSteel,hasSteel
1000,207,hasSteel,hasSteel
1000,208,hasSteel,hasSteel
1000,209,hasSteel,hasSteel
1000,210,hasSteel,hasSteel
1000,211,hasSteel,hasSteel
1000,212,hasSteel,hasSteel
1000,213,hasSteel,hasSteel
1000,214,hasSteel,hasSteel
1000,215,hasSteel,hasSteel
1000,216,hasSteel,hasSteel
1000,217,hasSteel,hasSteel
1000,218,hasSteel,hasSteel
1000,219,hasSteel,hasSteel
1000,220,hasSteel,hasSteel
1000,221,hasSteel,hasSteel
1000,222,hasSteel,hasSteel
1000,223,hasSteel,hasSteel
1000,224,hasSteel,hasSteel
1000,225,hasSteel,hasSteel
