:START_ID,:END_ID,relation,:TYPE
188,10188,hasStandard,hasStandard
189,10189,hasStandard,hasStandard
190,10190,hasStandard,hasStandard
191,10191,hasStandard,hasStandard
192,10192,hasStandard,hasStandard
193,10193,hasStandard,hasStandard
194,10194,hasStandard,hasStandard
195,10195,hasStandard,hasStandard
196,10196,hasStandard,hasStandard
197,10197,hasStandard,hasStandard
198,10198,hasStandard,hasStandard
199,10199,hasStandard,hasStandard
200,10200,hasStandard,hasStandard
201,10201,hasStandard,hasStandard
202,10202,hasStandard,hasStandard
203,10203,hasStandard,hasStandard
204,10204,hasStandard,hasStandard
205,10205,hasStandard,hasStandard
206,10206,hasStandard,hasStandard
207,10207,hasStandard,hasStandard
208,10208,hasStandard,hasStandard
209,10209,hasStandard,hasStandard
210,10210,hasStandard,hasStandard
211,10211,hasStandard,hasStandard
212,10212,hasStandard,hasStandard
213,10213,hasStandard,hasStandard
214,10214,hasStandard,hasStandard
215,10215,hasStandard,hasStandard
216,10216,hasStandard,hasStandard
217,10217,hasStandard,hasStandard
218,10218,hasStandard,hasStandard
219,10219,hasStandard,hasStandard
220,10220,hasStandard,hasStandard
221,10221,hasStandard,hasStandard
222,10222,hasStandard,hasStandard
223,10223,hasStandard,hasStandard
224,10224,hasStandard,hasStandard
225,10225,hasStandard,hasStandard
